,Column Name,Label,Table Name,Table Description
941,S2701_C01_058E,Estimate!!Total!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 138 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
942,S2701_C01_059E,Estimate!!Total!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!138 to 399 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
943,S2701_C01_060E,Estimate!!Total!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!At or above 400 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
944,S2701_C01_061E,Estimate!!Total!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 100 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
945,S2701_C02_001E,Estimate!!Insured!!Civilian noninstitutionalized population,S2701,HEALTH INSURANCE COVERAGE STATUS
946,S2701_C02_002E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!Under 6 years,S2701,HEALTH INSURANCE COVERAGE STATUS
947,S2701_C02_003E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!6 to 18 years,S2701,HEALTH INSURANCE COVERAGE STATUS
948,S2701_C02_004E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!19 to 25 years,S2701,HEALTH INSURANCE COVERAGE STATUS
949,S2701_C02_005E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!26 to 34 years,S2701,HEALTH INSURANCE COVERAGE STATUS
950,S2701_C02_006E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!35 to 44 years,S2701,HEALTH INSURANCE COVERAGE STATUS
951,S2701_C02_007E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!45 to 54 years,S2701,HEALTH INSURANCE COVERAGE STATUS
952,S2701_C02_008E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!55 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
953,S2701_C02_009E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!65 to 74 years,S2701,HEALTH INSURANCE COVERAGE STATUS
954,S2701_C02_010E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!75 years and older,S2701,HEALTH INSURANCE COVERAGE STATUS
955,S2701_C02_011E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!Under 19 years,S2701,HEALTH INSURANCE COVERAGE STATUS
956,S2701_C02_012E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
957,S2701_C02_013E,Estimate!!Insured!!Civilian noninstitutionalized population!!AGE!!65 years and older,S2701,HEALTH INSURANCE COVERAGE STATUS
958,S2701_C02_014E,Estimate!!Insured!!Civilian noninstitutionalized population!!SEX!!Male,S2701,HEALTH INSURANCE COVERAGE STATUS
959,S2701_C02_015E,Estimate!!Insured!!Civilian noninstitutionalized population!!SEX!!Female,S2701,HEALTH INSURANCE COVERAGE STATUS
960,S2701_C02_016E,Estimate!!Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,S2701,HEALTH INSURANCE COVERAGE STATUS
961,S2701_C02_017E,Estimate!!Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,S2701,HEALTH INSURANCE COVERAGE STATUS
962,S2701_C02_018E,Estimate!!Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,S2701,HEALTH INSURANCE COVERAGE STATUS
963,S2701_C02_019E,Estimate!!Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,S2701,HEALTH INSURANCE COVERAGE STATUS
964,S2701_C02_020E,Estimate!!Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,S2701,HEALTH INSURANCE COVERAGE STATUS
965,S2701_C02_021E,Estimate!!Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,S2701,HEALTH INSURANCE COVERAGE STATUS
966,S2701_C02_022E,Estimate!!Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,S2701,HEALTH INSURANCE COVERAGE STATUS
967,S2701_C02_023E,Estimate!!Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race),S2701,HEALTH INSURANCE COVERAGE STATUS
968,S2701_C02_024E,"Estimate!!Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",S2701,HEALTH INSURANCE COVERAGE STATUS
969,S2701_C02_025E,Estimate!!Insured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households,S2701,HEALTH INSURANCE COVERAGE STATUS
970,S2701_C02_026E,Estimate!!Insured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In married couple families,S2701,HEALTH INSURANCE COVERAGE STATUS
971,S2701_C02_027E,Estimate!!Insured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families,S2701,HEALTH INSURANCE COVERAGE STATUS
972,S2701_C02_028E,"Estimate!!Insured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families!!Male reference person, no spouse present",S2701,HEALTH INSURANCE COVERAGE STATUS
973,S2701_C02_029E,"Estimate!!Insured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families!!Female reference person, no spouse present",S2701,HEALTH INSURANCE COVERAGE STATUS
974,S2701_C02_030E,Estimate!!Insured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In non-family households and other living arrangements,S2701,HEALTH INSURANCE COVERAGE STATUS
975,S2701_C02_031E,Estimate!!Insured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born,S2701,HEALTH INSURANCE COVERAGE STATUS
976,S2701_C02_032E,Estimate!!Insured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born,S2701,HEALTH INSURANCE COVERAGE STATUS
977,S2701_C02_033E,Estimate!!Insured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized,S2701,HEALTH INSURANCE COVERAGE STATUS
978,S2701_C02_034E,Estimate!!Insured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen,S2701,HEALTH INSURANCE COVERAGE STATUS
979,S2701_C02_035E,Estimate!!Insured!!Civilian noninstitutionalized population!!DISABILITY STATUS!!With a disability,S2701,HEALTH INSURANCE COVERAGE STATUS
980,S2701_C02_036E,Estimate!!Insured!!Civilian noninstitutionalized population!!DISABILITY STATUS!!No disability,S2701,HEALTH INSURANCE COVERAGE STATUS
981,S2701_C02_037E,Estimate!!Insured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over,S2701,HEALTH INSURANCE COVERAGE STATUS
982,S2701_C02_038E,Estimate!!Insured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Less than high school graduate,S2701,HEALTH INSURANCE COVERAGE STATUS
983,S2701_C02_039E,Estimate!!Insured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!High school graduate (includes equivalency),S2701,HEALTH INSURANCE COVERAGE STATUS
984,S2701_C02_040E,Estimate!!Insured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Some college or associate's degree,S2701,HEALTH INSURANCE COVERAGE STATUS
985,S2701_C02_041E,Estimate!!Insured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Bachelor's degree or higher,S2701,HEALTH INSURANCE COVERAGE STATUS
986,S2701_C02_042E,Estimate!!Insured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
987,S2701_C02_043E,Estimate!!Insured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force,S2701,HEALTH INSURANCE COVERAGE STATUS
988,S2701_C02_044E,Estimate!!Insured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed,S2701,HEALTH INSURANCE COVERAGE STATUS
989,S2701_C02_045E,Estimate!!Insured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed,S2701,HEALTH INSURANCE COVERAGE STATUS
990,S2701_C02_046E,Estimate!!Insured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force,S2701,HEALTH INSURANCE COVERAGE STATUS
991,S2701_C02_047E,Estimate!!Insured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
992,S2701_C02_048E,"Estimate!!Insured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked full-time, year round in the past 12 months",S2701,HEALTH INSURANCE COVERAGE STATUS
993,S2701_C02_049E,"Estimate!!Insured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked less than full-time, year round in the past 12 months",S2701,HEALTH INSURANCE COVERAGE STATUS
994,S2701_C02_050E,Estimate!!Insured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Did not work,S2701,HEALTH INSURANCE COVERAGE STATUS
995,S2701_C02_051E,Estimate!!Insured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population,S2701,HEALTH INSURANCE COVERAGE STATUS
996,S2701_C02_052E,"Estimate!!Insured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!Under $25,000",S2701,HEALTH INSURANCE COVERAGE STATUS
997,S2701_C02_053E,"Estimate!!Insured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$25,000 to $49,999",S2701,HEALTH INSURANCE COVERAGE STATUS
998,S2701_C02_054E,"Estimate!!Insured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$50,000 to $74,999",S2701,HEALTH INSURANCE COVERAGE STATUS
999,S2701_C02_055E,"Estimate!!Insured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$75,000 to $99,999",S2701,HEALTH INSURANCE COVERAGE STATUS
1000,S2701_C02_056E,"Estimate!!Insured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$100,000 and over",S2701,HEALTH INSURANCE COVERAGE STATUS
1001,S2701_C02_057E,Estimate!!Insured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined,S2701,HEALTH INSURANCE COVERAGE STATUS
1002,S2701_C02_058E,Estimate!!Insured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 138 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
1003,S2701_C02_059E,Estimate!!Insured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!138 to 399 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
1004,S2701_C02_060E,Estimate!!Insured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!At or above 400 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
1005,S2701_C02_061E,Estimate!!Insured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 100 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
1006,S2701_C03_001E,Estimate!!Percent Insured!!Civilian noninstitutionalized population,S2701,HEALTH INSURANCE COVERAGE STATUS
1007,S2701_C03_002E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!Under 6 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1008,S2701_C03_003E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!6 to 18 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1009,S2701_C03_004E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!19 to 25 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1010,S2701_C03_005E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!26 to 34 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1011,S2701_C03_006E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!35 to 44 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1012,S2701_C03_007E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!45 to 54 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1013,S2701_C03_008E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!55 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1014,S2701_C03_009E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!65 to 74 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1015,S2701_C03_010E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!75 years and older,S2701,HEALTH INSURANCE COVERAGE STATUS
1016,S2701_C03_011E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!Under 19 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1017,S2701_C03_012E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1018,S2701_C03_013E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!AGE!!65 years and older,S2701,HEALTH INSURANCE COVERAGE STATUS
1019,S2701_C03_014E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!SEX!!Male,S2701,HEALTH INSURANCE COVERAGE STATUS
1020,S2701_C03_015E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!SEX!!Female,S2701,HEALTH INSURANCE COVERAGE STATUS
1021,S2701_C03_016E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1022,S2701_C03_017E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1023,S2701_C03_018E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1024,S2701_C03_019E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1025,S2701_C03_020E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1026,S2701_C03_021E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1027,S2701_C03_022E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,S2701,HEALTH INSURANCE COVERAGE STATUS
1028,S2701_C03_023E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race),S2701,HEALTH INSURANCE COVERAGE STATUS
1029,S2701_C03_024E,"Estimate!!Percent Insured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",S2701,HEALTH INSURANCE COVERAGE STATUS
1030,S2701_C03_025E,Estimate!!Percent Insured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households,S2701,HEALTH INSURANCE COVERAGE STATUS
