"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17093","Kendall County, IL","116,332","0","6,374","855","5.5","0.7","109,958","855","94.5","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17095","Knox County, IL","34,556","0","2,407","351","7.0","1.0","32,149","351","93.0","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17097","Lake County, IL","575,595","0","41,283","3,541","7.2","0.6","534,312","3,541","92.8","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17099","La Salle County, IL","83,783","0","5,936","732","7.1","0.9","77,847","732","92.9","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17101","Lawrence County, IL","10,326","0","638","101","6.2","1.0","9,688","101","93.8","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17103","Lee County, IL","24,052","0","1,419","203","5.9","0.8","22,633","203","94.1","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17105","Livingston County, IL","26,518","0","1,795","252","6.8","1.0","24,723","252","93.2","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17107","Logan County, IL","19,187","0","1,087","161","5.7","0.8","18,100","161","94.3","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17109","McDonough County, IL","20,715","0","1,757","299","8.5","1.4","18,958","299","91.5","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17111","McHenry County, IL","257,630","0","16,338","1,826","6.3","0.7","241,292","1,826","93.7","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17113","McLean County, IL","137,657","0","7,456","970","5.4","0.7","130,201","970","94.6","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17115","Macon County, IL","78,048","0","4,906","694","6.3","0.9","73,142","694","93.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17117","Macoupin County, IL","34,566","0","2,213","308","6.4","0.9","32,353","308","93.6","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17119","Madison County, IL","212,037","0","13,111","1,554","6.2","0.7","198,926","1,554","93.8","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17121","Marion County, IL","28,889","0","2,055","278","7.1","1.0","26,834","278","92.9","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17123","Marshall County, IL","8,455","0","594","86","7.0","1.0","7,861","86","93.0","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17125","Mason County, IL","9,998","0","756","108","7.6","1.1","9,242","108","92.4","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17127","Massac County, IL","10,531","0","790","118","7.5","1.1","9,741","118","92.5","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17129","Menard County, IL","9,586","0","549","82","5.7","0.9","9,037","82","94.3","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17131","Mercer County, IL","11,732","0","725","105","6.2","0.9","11,007","105","93.8","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17133","Monroe County, IL","28,256","0","1,190","182","4.2","0.6","27,066","182","95.8","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17135","Montgomery County, IL","20,011","0","1,396","193","7.0","1.0","18,615","193","93.0","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17137","Morgan County, IL","23,811","0","1,508","224","6.3","0.9","22,303","224","93.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17139","Moultrie County, IL","11,449","0","1,032","151","9.0","1.3","10,417","151","91.0","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17141","Ogle County, IL","40,208","0","2,774","375","6.9","0.9","37,434","375","93.1","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17143","Peoria County, IL","140,916","0","9,997","1,220","7.1","0.9","130,919","1,220","92.9","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17145","Perry County, IL","14,200","0","878","133","6.2","0.9","13,322","133","93.8","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17147","Piatt County, IL","12,996","0","784","117","6.0","0.9","12,212","117","94.0","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17149","Pike County, IL","11,478","0","834","126","7.3","1.1","10,644","126","92.7","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17151","Pope County, IL","2,847","0","230","38","8.1","1.3","2,617","38","91.9","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17153","Pulaski County, IL","3,880","0","335","53","8.6","1.4","3,545","53","91.4","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17155","Putnam County, IL","4,338","0","312","46","7.2","1.1","4,026","46","92.8","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17157","Randolph County, IL","21,237","0","1,215","178","5.7","0.8","20,022","178","94.3","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17159","Richland County, IL","12,068","0","877","129","7.3","1.1","11,191","129","92.7","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17161","Rock Island County, IL","107,854","0","8,425","1,021","7.8","0.9","99,429","1,021","92.2","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17163","St. Clair County, IL","207,985","0","14,265","1,777","6.9","0.9","193,720","1,777","93.1","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17165","Saline County, IL","17,725","0","1,320","197","7.4","1.1","16,405","197","92.6","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17167","Sangamon County, IL","154,161","0","8,561","1,049","5.6","0.7","145,600","1,049","94.4","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17169","Schuyler County, IL","5,088","0","424","69","8.3","1.4","4,664","69","91.7","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17171","Scott County, IL","3,917","0","272","43","6.9","1.1","3,645","43","93.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17173","Shelby County, IL","16,190","0","1,001","149","6.2","0.9","15,189","149","93.8","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17175","Stark County, IL","4,030","0","327","48","8.1","1.2","3,703","48","91.9","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17177","Stephenson County, IL","32,866","0","2,062","313","6.3","1.0","30,804","313","93.7","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17179","Tazewell County, IL","103,356","0","5,853","734","5.7","0.7","97,503","734","94.3","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17181","Union County, IL","12,731","0","1,023","141","8.0","1.1","11,708","141","92.0","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17183","Vermilion County, IL","56,547","0","3,792","522","6.7","0.9","52,755","522","93.3","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17185","Wabash County, IL","8,667","0","581","86","6.7","1.0","8,086","86","93.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17187","Warren County, IL","12,300","0","1,080","152","8.8","1.2","11,220","152","91.2","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17189","Washington County, IL","10,741","0","575","86","5.4","0.8","10,166","86","94.6","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17191","Wayne County, IL","12,364","0","1,134","159","9.2","1.3","11,230","159","90.8","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17193","White County, IL","10,185","0","777","112","7.6","1.1","9,408","112","92.4","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17195","Whiteside County, IL","42,026","0","3,175","438","7.6","1.0","38,851","438","92.4","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17197","Will County, IL","585,893","0","40,170","3,533","6.9","0.6","545,723","3,533","93.1","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17199","Williamson County, IL","51,532","0","3,262","470","6.3","0.9","48,270","470","93.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17201","Winnebago County, IL","224,454","0","19,137","2,054","8.5","0.9","205,317","2,054","91.5","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","17203","Woodford County, IL","30,447","0","1,614","235","5.3","0.8","28,833","235","94.7","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18000","Indiana","5,460,039","0","489,880","16,686","9.0","0.3","4,970,159","16,686","91.0","0.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18001","Adams County, IN","29,506","0","3,632","499","12.3","1.7","25,874","499","87.7","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18003","Allen County, IN","318,443","0","29,249","2,762","9.2","0.9","289,194","2,762","90.8","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18005","Bartholomew County, IN","70,061","0","6,193","817","8.8","1.2","63,868","817","91.2","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18007","Benton County, IN","7,076","0","766","111","10.8","1.6","6,310","111","89.2","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18009","Blackford County, IN","9,000","0","787","120","8.7","1.3","8,213","120","91.3","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18011","Boone County, IN","60,007","0","4,151","554","6.9","0.9","55,856","554","93.1","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18013","Brown County, IN","11,174","0","1,075","152","9.6","1.4","10,099","152","90.4","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18015","Carroll County, IN","15,995","0","1,596","222","10.0","1.4","14,399","222","90.0","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18017","Cass County, IN","29,647","0","3,572","452","12.0","1.5","26,075","452","88.0","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18019","Clark County, IN","98,564","0","8,827","1,139","9.0","1.2","89,737","1,139","91.0","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18021","Clay County, IN","21,028","0","1,807","257","8.6","1.2","19,221","257","91.4","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18023","Clinton County, IN","26,166","0","3,205","411","12.2","1.6","22,961","411","87.8","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18025","Crawford County, IN","8,302","0","966","135","11.6","1.6","7,336","135","88.4","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18027","Daviess County, IN","27,675","0","5,448","622","19.7","2.2","22,227","622","80.3","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18029","Dearborn County, IN","40,302","0","3,123","417","7.7","1.0","37,179","417","92.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18031","Decatur County, IN","21,785","0","1,891","274","8.7","1.3","19,894","274","91.3","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18033","De Kalb County, IN","35,966","0","2,895","395","8.0","1.1","33,071","395","92.0","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18035","Delaware County, IN","85,171","0","7,204","971","8.5","1.1","77,967","971","91.5","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18037","Dubois County, IN","34,372","0","3,146","432","9.2","1.3","31,226","432","90.8","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18039","Elkhart County, IN","171,033","0","28,438","2,743","16.6","1.6","142,595","2,743","83.4","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18041","Fayette County, IN","17,726","0","1,552","210","8.8","1.2","16,174","210","91.2","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18043","Floyd County, IN","64,873","0","4,785","626","7.4","1.0","60,088","626","92.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18045","Fountain County, IN","12,996","0","1,263","173","9.7","1.3","11,733","173","90.3","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18047","Franklin County, IN","18,285","0","1,636","228","8.9","1.2","16,649","228","91.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18049","Fulton County, IN","15,681","0","1,638","225","10.4","1.4","14,043","225","89.6","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18051","Gibson County, IN","27,246","0","1,832","268","6.7","1.0","25,414","268","93.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18053","Grant County, IN","47,399","0","3,911","523","8.3","1.1","43,488","523","91.7","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18055","Greene County, IN","25,337","0","2,182","292","8.6","1.2","23,155","292","91.4","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18057","Hamilton County, IN","302,753","0","13,942","1,625","4.6","0.5","288,811","1,625","95.4","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18059","Hancock County, IN","65,976","0","4,398","585","6.7","0.9","61,578","585","93.3","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18061","Harrison County, IN","32,737","0","2,812","378","8.6","1.2","29,925","378","91.4","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18063","Hendricks County, IN","145,293","0","9,131","1,134","6.3","0.8","136,162","1,134","93.7","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18065","Henry County, IN","35,161","0","2,914","389","8.3","1.1","32,247","389","91.7","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18067","Howard County, IN","64,932","0","5,249","694","8.1","1.1","59,683","694","91.9","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18069","Huntington County, IN","28,774","0","2,422","334","8.4","1.2","26,352","334","91.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18071","Jackson County, IN","36,328","0","3,664","488","10.1","1.3","32,664","488","89.9","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18073","Jasper County, IN","26,406","0","2,641","345","10.0","1.3","23,765","345","90.0","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18075","Jay County, IN","16,324","0","1,613","228","9.9","1.4","14,711","228","90.1","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18077","Jefferson County, IN","24,140","0","2,176","306","9.0","1.3","21,964","306","91.0","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18079","Jennings County, IN","22,452","0","1,892","270","8.4","1.2","20,560","270","91.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18081","Johnson County, IN","135,347","0","9,816","1,218","7.3","0.9","125,531","1,218","92.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18083","Knox County, IN","27,899","0","2,777","385","10.0","1.4","25,122","385","90.0","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","18085","Kosciusko County, IN","63,752","0","8,170","936","12.8","1.5","55,582","936","87.2","1.5"
